question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score
Missä Richard Rorty syntyi?,Richard Rorty,finnish,"{'answer_start': array([50]), 'answer_text': array(['New York, Yhdysvallat'], dtype=object)}","
Richard McKay Rorty (4. lokakuuta 1931 New York, New York, Yhdysvallat – 8. kesäkuuta 2007 Palo Alto, Kalifornia, Yhdysvallat) oli yhdysvaltalainen filosofi.[1][2] Hän oli vertailevan kirjallisuustieteen emeritusprofessori ja kunnianosoituksena Stanfordin yliopiston filosofian professori. Filosofisesti Rorty sijoittui analyyttisen filosofian puolelle, mutta hän tutki myös mannermaista filosofiaa[1] ja pyrki rakentamaan siltaa näiden välisen kuilun yli esittämällä filosofioiden olevan toisiaan täydentäviä, ei vastakkaisia. ",https://fi.wikipedia.org/wiki/Richard%20Rorty,"['Missä', 'Richard', 'Rorty', 'syntyi', '?']","['Richard', 'McKay', 'Rorty', '(', '4.', 'lokakuuta', '1931', 'New', 'York', ',', 'New', 'York', ',', 'Yhdysvallat', '–', '8.', 'kesäkuuta', '2007', 'Palo', 'Alto', ',', 'Kalifornia', ',', 'Yhdysvallat', ')', 'oli', 'yhdysvaltalainen', 'filosofi.', '[', '1', ']', '[', '2', ']', 'Hän', 'oli', 'vertailevan', 'kirjallisuustieteen', 'emeritusprofessori', 'ja', 'kunnianosoituksena', 'Stanfordin', 'yliopiston', 'filosofian', 'professori.', 'Filosofisesti', 'Rorty', 'sijoittui', 'analyyttisen', 'filosofian', 'puolelle', ',', 'mutta', 'hän', 'tutki', 'myös', 'mannermaista', 'filosofiaa', '[', '1', ']', 'ja', 'pyrki', 'rakentamaan', 'siltaa', 'näiden', 'välisen', 'kuilun', 'yli', 'esittämällä', 'filosofioiden', 'olevan', 'toisiaan', 'täydentäviä', ',', 'ei', 'vastakkaisia', '.']",1,0.4
Mikä on Pristinan serbialaisen yliopiston toinen nimi?,Pristinan yliopisto,finnish,"{'answer_start': array([514]), 'answer_text': array(['Mitrovican yliopisto'], dtype=object)}","Pristinan yliopisto on vuonna 1970 perustettu Kosovon historiallisesti ainut yliopisto. Vuonna 1999 Kosovon sodan myötä yliopisto jakaantui kahdeksi täysin erilliseksi samannimiseksi yliopistoksi. Nykyisen Kosovon tasavallan pääkaupungissa sijaitseva Prishtinan yliopisto ( tai Univerzitet u Prištini) on albaanien, kun taas Mitrovican pohjoisosassa sijaitseva Prištinan yliopisto () on serbien. Jälkimmäinen sai kansainvälisen tunnustuksensa, kun UNMIK ja Euroopan yliopistojärjestö (EUA) tunnustivat sen nimellä Mitrovican yliopisto vuonna 2002,[1][2][3][4][5][6][7] mutta kumpikin kansallisuusryhmä kutsuu yliopistoaan Pristinan yliopistoksi ja pitävät sitä alkuperäisenä. Serbian sosialistinen tasavalta perusti alkuperäisen Prištinan yliopiston lukuvuodelle 1969–1970.[8][5]",https://fi.wikipedia.org/wiki/Pristinan%20yliopisto,"['Mikä', 'on', 'Pristinan', 'serbialaisen', 'yliopiston', 'toinen', 'nimi', '?']","['Pristinan', 'yliopisto', 'on', 'vuonna', '1970', 'perustettu', 'Kosovon', 'historiallisesti', 'ainut', 'yliopisto.', 'Vuonna', '1999', 'Kosovon', 'sodan', 'myötä', 'yliopisto', 'jakaantui', 'kahdeksi', 'täysin', 'erilliseksi', 'samannimiseksi', 'yliopistoksi.', 'Nykyisen', 'Kosovon', 'tasavallan', 'pääkaupungissa', 'sijaitseva', 'Prishtinan', 'yliopisto', '(', 'tai', 'Univerzitet', 'u', 'Prištini', ')', 'on', 'albaanien', ',', 'kun', 'taas', 'Mitrovican', 'pohjoisosassa', 'sijaitseva', 'Prištinan', 'yliopisto', '(', ')', 'on', 'serbien.', 'Jälkimmäinen', 'sai', 'kansainvälisen', 'tunnustuksensa', ',', 'kun', 'UNMIK', 'ja', 'Euroopan', 'yliopistojärjestö', '(', 'EUA', ')', 'tunnustivat', 'sen', 'nimellä', 'Mitrovican', 'yliopisto', 'vuonna', '2002', ',', '[', '1', ']', '[', '2', ']', '[', '3', ']', '[', '4', ']', '[', '5', ']', '[', '6', ']', '[', '7', ']', 'mutta', 'kumpikin', 'kansallisuusryhmä', 'kutsuu', 'yliopistoaan', 'Pristinan', 'yliopistoksi', 'ja', 'pitävät', 'sitä', 'alkuperäisenä.', 'Serbian', 'sosialistinen', 'tasavalta', 'perusti', 'alkuperäisen', 'Prištinan', 'yliopiston', 'lukuvuodelle', '1969–1970.', '[', '8', ']', '[', '5', ']']",1,0.375
Minä vuonna Bosnian sota päättyi?,Bosnian sota,finnish,"{'answer_start': array([180]), 'answer_text': array(['1995'], dtype=object)}","Bosnian sota oli Jugoslavian hajoamissotiin kuulunut veristen sotatoimien sarja pääosin nykyisen Bosnia ja Hertsegovinan alueella. Se käytiin 29. helmikuuta 1992 – 21. marraskuuta 1995 serbien, kroaattien ja bosniakkien eli Bosnian muslimien välillä.",https://fi.wikipedia.org/wiki/Bosnian%20sota,"['Minä', 'vuonna', 'Bosnian', 'sota', 'päättyi', '?']","['Bosnian', 'sota', 'oli', 'Jugoslavian', 'hajoamissotiin', 'kuulunut', 'veristen', 'sotatoimien', 'sarja', 'pääosin', 'nykyisen', 'Bosnia', 'ja', 'Hertsegovinan', 'alueella.', 'Se', 'käytiin', '29.', 'helmikuuta', '1992', '–', '21.', 'marraskuuta', '1995', 'serbien', ',', 'kroaattien', 'ja', 'bosniakkien', 'eli', 'Bosnian', 'muslimien', 'välillä', '.']",1,0.3333333333333333
Milloin Bill Evans kuoli?,Bill Evans,finnish,"{'answer_start': array([72]), 'answer_text': array(['15. syyskuuta 1980'], dtype=object)}","

William John ”Bill” Evans (16. elokuuta 1929 Plainfield, New Jersey – 15. syyskuuta 1980 New York, New York) oli yksi merkittävimmistä jazzpianisteista. Hän oli pioneeri modaalisen jazzin kehityksessä ja hänen soittotyylinsä on vaikuttanut suuresti moniin uuden sukupolven jazzpianisteihin. Evans soitti ja levytti uransa aikana monien tunnettujen jazzmuusikoiden kanssa, joista tärkeimpinä mainittakoon Miles Davis, Cannonball Adderley, Jim Hall, Chet Baker, Tony Scott, Oliver Nelson ja George Russell. Tärkeimmän musiikillisen työnsä hän teki kuitenkin johtaessaan omia pianotriojaan, joita hänellä ehti lähes 30-vuotisen taiteellisen uransa aikana olla lukuisia.",https://fi.wikipedia.org/wiki/Bill%20Evans,"['Milloin', 'Bill', 'Evans', 'kuoli', '?']","['William', 'John', '”Bill”', 'Evans', '(', '16.', 'elokuuta', '1929', 'Plainfield', ',', 'New', 'Jersey', '–', '15.', 'syyskuuta', '1980', 'New', 'York', ',', 'New', 'York', ')', 'oli', 'yksi', 'merkittävimmistä', 'jazzpianisteista.', 'Hän', 'oli', 'pioneeri', 'modaalisen', 'jazzin', 'kehityksessä', 'ja', 'hänen', 'soittotyylinsä', 'on', 'vaikuttanut', 'suuresti', 'moniin', 'uuden', 'sukupolven', 'jazzpianisteihin.', 'Evans', 'soitti', 'ja', 'levytti', 'uransa', 'aikana', 'monien', 'tunnettujen', 'jazzmuusikoiden', 'kanssa', ',', 'joista', 'tärkeimpinä', 'mainittakoon', 'Miles', 'Davis', ',', 'Cannonball', 'Adderley', ',', 'Jim', 'Hall', ',', 'Chet', 'Baker', ',', 'Tony', 'Scott', ',', 'Oliver', 'Nelson', 'ja', 'George', 'Russell.', 'Tärkeimmän', 'musiikillisen', 'työnsä', 'hän', 'teki', 'kuitenkin', 'johtaessaan', 'omia', 'pianotriojaan', ',', 'joita', 'hänellä', 'ehti', 'lähes', '30-vuotisen', 'taiteellisen', 'uransa', 'aikana', 'olla', 'lukuisia', '.']",1,0.2
Missä Autuas Kaarle Suuri on syntynyt?,Kaarle Suuri,finnish,"{'answer_start': array([148]), 'answer_text': array(['Syntymäpaikkaa ei tiedetä'], dtype=object)}","Kaarle Suuri syntyi luultavimmin vuonna 742 (eräiden arvioiden mukaan vuonna 747 tai 748), perinteisenä syntymäpäivänä on pidetty 1./2. huhtikuuta. Syntymäpaikkaa ei tiedetä.",https://fi.wikipedia.org/wiki/Kaarle%20Suuri,"['Missä', 'Autuas', 'Kaarle', 'Suuri', 'on', 'syntynyt', '?']","['Kaarle', 'Suuri', 'syntyi', 'luultavimmin', 'vuonna', '742', '(', 'eräiden', 'arvioiden', 'mukaan', 'vuonna', '747', 'tai', '748', ')', ',', 'perinteisenä', 'syntymäpäivänä', 'on', 'pidetty', '1./2.', 'huhtikuuta.', 'Syntymäpaikkaa', 'ei', 'tiedetä', '.']",1,0.4285714285714285
Kuka perusti Tukholman?,Tukholman historia,finnish,"{'answer_start': array([41]), 'answer_text': array(['Birger-jaarli'], dtype=object)}","


Perimätiedon mukaan Tukholman perusti Birger-jaarli, joka halusi estää vihollisten pääsyn Itämereltä Mälarenin järvelle. Ensimmäiset rakennukset Tukholmassa olivatkin linnoituksia, joiden tarkoituksena oli rajoittaa liikennettä näiden vesistöjen välillä. Tukholma mainitaan historiallisissa dokumenteissa vuonna 1252 ja samoihin aikoihin se sai myös kaupunkioikeudet. Kuningas Valdemar Birgerinpoika solmi Hansaliiton kanssa kauppasopimuksen Tukholmassa. Arkeologiset kaivaukset osoittavat, että Tukholmassa oli asutusta jo 1000-luvulla. 1100-luvulla nykyisen kuninkaallisen linnan mäelle rakennettiin linnoitus. 1270-luvulla fransiskaanit perustivat luostarin nykyiselle Riddarholmenille.
[1]",https://fi.wikipedia.org/wiki/Tukholman%20historia,"['Kuka', 'perusti', 'Tukholman', '?']","['Perimätiedon', 'mukaan', 'Tukholman', 'perusti', 'Birger-jaarli', ',', 'joka', 'halusi', 'estää', 'vihollisten', 'pääsyn', 'Itämereltä', 'Mälarenin', 'järvelle.', 'Ensimmäiset', 'rakennukset', 'Tukholmassa', 'olivatkin', 'linnoituksia', ',', 'joiden', 'tarkoituksena', 'oli', 'rajoittaa', 'liikennettä', 'näiden', 'vesistöjen', 'välillä.', 'Tukholma', 'mainitaan', 'historiallisissa', 'dokumenteissa', 'vuonna', '1252', 'ja', 'samoihin', 'aikoihin', 'se', 'sai', 'myös', 'kaupunkioikeudet.', 'Kuningas', 'Valdemar', 'Birgerinpoika', 'solmi', 'Hansaliiton', 'kanssa', 'kauppasopimuksen', 'Tukholmassa.', 'Arkeologiset', 'kaivaukset', 'osoittavat', ',', 'että', 'Tukholmassa', 'oli', 'asutusta', 'jo', '1000-luvulla.', '1100-luvulla', 'nykyisen', 'kuninkaallisen', 'linnan', 'mäelle', 'rakennettiin', 'linnoitus.', '1270-luvulla', 'fransiskaanit', 'perustivat', 'luostarin', 'nykyiselle', 'Riddarholmenille.', '[', '1', ']']",1,0.5
Kuka kehitti pokemon sarjan?,Pokémon,finnish,"{'answer_start': array([54]), 'answer_text': array(['Satoshi Tajiri'], dtype=object)}","Pokémon () on japanilainen tuotesarja. Se sai alkunsa Satoshi Tajirin kehittämästä, vuonna 1996 Nintendon Game Boy:lle julkaistusta videoroolipelistä. Sana ”Pokémon” on lyhenne sanoista ”pocket monsters”, ”taskuhirviöt”. Peleissä on satoja erilaisia Pokémon-hahmoja ja tavoitteena on kerätä jokainen niistä ja kouluttaa hahmoista hyvä tiimi. Tuotesarjaan kuuluu videopelien lisäksi keräilykorttipeli, anime, manga ja lukuisia muita tuotteita. Tunnetuin Pokémon-hahmo on sarjan maskotti, keltainen sähköhiiriolento Pikachu.[1]
Brändiä hallitsee ja lisensoi The Pokemon Company, josta Nintendo omistaa 32 %.[2]
Nimi ""Pokémon"" ja hahmojen nimet yms. ovat Nintendon tavaramerkkejä.[3]",https://fi.wikipedia.org/wiki/Pok%C3%A9mon,"['Kuka', 'kehitti', 'pokemon', 'sarjan', '?']","['Pokémon', '(', ')', 'on', 'japanilainen', 'tuotesarja.', 'Se', 'sai', 'alkunsa', 'Satoshi', 'Tajirin', 'kehittämästä', ',', 'vuonna', '1996', 'Nintendon', 'Game', 'Boy', ':', 'lle', 'julkaistusta', 'videoroolipelistä.', 'Sana', '”Pokémon”', 'on', 'lyhenne', 'sanoista', '”pocket', 'monsters”', ',', '”taskuhirviöt”.', 'Peleissä', 'on', 'satoja', 'erilaisia', 'Pokémon-hahmoja', 'ja', 'tavoitteena', 'on', 'kerätä', 'jokainen', 'niistä', 'ja', 'kouluttaa', 'hahmoista', 'hyvä', 'tiimi.', 'Tuotesarjaan', 'kuuluu', 'videopelien', 'lisäksi', 'keräilykorttipeli', ',', 'anime', ',', 'manga', 'ja', 'lukuisia', 'muita', 'tuotteita.', 'Tunnetuin', 'Pokémon-hahmo', 'on', 'sarjan', 'maskotti', ',', 'keltainen', 'sähköhiiriolento', 'Pikachu.', '[', '1', ']', 'Brändiä', 'hallitsee', 'ja', 'lisensoi', 'The', 'Pokemon', 'Company', ',', 'josta', 'Nintendo', 'omistaa', '32', '%', '.', '[', '2', ']', 'Nimi', '``', 'Pokémon', ""''"", 'ja', 'hahmojen', 'nimet', 'yms.', 'ovat', 'Nintendon', 'tavaramerkkejä.', '[', '3', ']']",1,0.2
Missä sijaitsee Kolmhaara?,Kolmhaaran asuinpaikka,finnish,"{'answer_start': array([233]), 'answer_text': array(['Euran Honkilahdessa molemmin puolin Hinnerjokea Kolmhaarassa kohdassa, missä Vaaljoki yhtyy Hinnerjokeen'],
      dtype=object)}","Coordinates: 
Kolmhaaran asuinpaikka on hyvin säilynyt, mutta hiekanotossa osittain tuhoutunut muinaisjäännös, joka liittyy pääasiassa Jäkärlän ryhmän ja tyypillisen kampakeramiikan kulttuurin kausiin sekä rautakauteen. Se sijaitsee Euran Honkilahdessa molemmin puolin Hinnerjokea Kolmhaarassa kohdassa, missä Vaaljoki yhtyy Hinnerjokeen. Asuinpaikasta ja siihen liittyvästä kalmistosta on kirjoitettu paljon, koska punamultahautauksesta tuli arkeologiaan tuolloin uusi käsite ja asuinpaikan löydötkin olivat huomattavia. Se onkin eräs Suomen tunnetuimmista kivikautisista asuinpaikoista. Munasaaren nuotioista on teetetty radiohiiliajoituksia (4700 eaa., 3550 eaa. ja 3500 eaa.) ja paasiarkkuhautojen luista (rautakausi).[1][2][3][4]",https://fi.wikipedia.org/wiki/Kolmhaaran%20asuinpaikka,"['Missä', 'sijaitsee', 'Kolmhaara', '?']","['Coordinates', ':', 'Kolmhaaran', 'asuinpaikka', 'on', 'hyvin', 'säilynyt', ',', 'mutta', 'hiekanotossa', 'osittain', 'tuhoutunut', 'muinaisjäännös', ',', 'joka', 'liittyy', 'pääasiassa', 'Jäkärlän', 'ryhmän', 'ja', 'tyypillisen', 'kampakeramiikan', 'kulttuurin', 'kausiin', 'sekä', 'rautakauteen.', 'Se', 'sijaitsee', 'Euran', 'Honkilahdessa', 'molemmin', 'puolin', 'Hinnerjokea', 'Kolmhaarassa', 'kohdassa', ',', 'missä', 'Vaaljoki', 'yhtyy', 'Hinnerjokeen.', 'Asuinpaikasta', 'ja', 'siihen', 'liittyvästä', 'kalmistosta', 'on', 'kirjoitettu', 'paljon', ',', 'koska', 'punamultahautauksesta', 'tuli', 'arkeologiaan', 'tuolloin', 'uusi', 'käsite', 'ja', 'asuinpaikan', 'löydötkin', 'olivat', 'huomattavia.', 'Se', 'onkin', 'eräs', 'Suomen', 'tunnetuimmista', 'kivikautisista', 'asuinpaikoista.', 'Munasaaren', 'nuotioista', 'on', 'teetetty', 'radiohiiliajoituksia', '(', '4700', 'eaa.', ',', '3550', 'eaa.', 'ja', '3500', 'eaa.', ')', 'ja', 'paasiarkkuhautojen', 'luista', '(', 'rautakausi', ')', '.', '[', '1', ']', '[', '2', ']', '[', '3', ']', '[', '4', ']']",1,0.25
Missä Väinö Riikkilän on syntynyt?,Väinö Riikkilä,finnish,"{'answer_start': array([42]), 'answer_text': array(['Loviisa'], dtype=object)}",Väinö Ilmari Riikkilä (10. kesäkuuta 1906 Loviisa – 6. syyskuuta 1969 Rauma) oli suomalainen nuortenkirjailija. ,https://fi.wikipedia.org/wiki/V%C3%A4in%C3%B6%20Riikkil%C3%A4,"['Missä', 'Väinö', 'Riikkilän', 'on', 'syntynyt', '?']","['Väinö', 'Ilmari', 'Riikkilä', '(', '10.', 'kesäkuuta', '1906', 'Loviisa', '–', '6.', 'syyskuuta', '1969', 'Rauma', ')', 'oli', 'suomalainen', 'nuortenkirjailija', '.']",1,0.1666666666666666
Kuinka pitkä Isère-joki on?,Isère (joki),finnish,"{'answer_start': array([17]), 'answer_text': array(['286 kilometriä'], dtype=object)}","
Isère [izɛʁ] on 286 kilometriä pitkä Rhônen sivujoki Kaakkois-Ranskassa,[1] Rhône-Alpesin hallintoalueella. Se saa alkunsa Italian rajan Alpeilta, läheltä Val d'Isèren laskettelukeskusta, ja laskee Rhôneen Pont-de-l'Isèressä. Joen sivujokiin kuuluvat Arly, Arc ja Drac. Isèren departementti on saanut nimensä joen mukaan.",https://fi.wikipedia.org/wiki/Is%C3%A8re%20%28joki%29,"['Kuinka', 'pitkä', 'Isère-joki', 'on', '?']","['Isère', '[', 'izɛʁ', ']', 'on', '286', 'kilometriä', 'pitkä', 'Rhônen', 'sivujoki', 'Kaakkois-Ranskassa', ',', '[', '1', ']', 'Rhône-Alpesin', 'hallintoalueella.', 'Se', 'saa', 'alkunsa', 'Italian', 'rajan', 'Alpeilta', ',', 'läheltä', 'Val', ""d'Isèren"", 'laskettelukeskusta', ',', 'ja', 'laskee', 'Rhôneen', ""Pont-de-l'Isèressä."", 'Joen', 'sivujokiin', 'kuuluvat', 'Arly', ',', 'Arc', 'ja', 'Drac.', 'Isèren', 'departementti', 'on', 'saanut', 'nimensä', 'joen', 'mukaan', '.']",1,0.4
Missä Claude Giroux syntyi?,Claude Giroux,finnish,"{'answer_start': array([39]), 'answer_text': array(['Hearst, Ontario, Kanada'], dtype=object)}","
Claude Giroux (s. 12. tammikuuta 1988 Hearst, Ontario, Kanada) on kanadalainen jääkiekkoilija, joka toimii NHL-joukkue Philadelphia Flyersin kapteenina. Häntä pidetään yhtenä maailman parhaimmista keskushyökkääjistä ja Flyersin keulakuvana. Giroux on pelipaikaltaan keskushyökkääjä, mutta pelasi vuosina 2008–2011 enimmäkseen laitahyökkääjänä, joukkueen runsaan keskushyökkääjä-tilanteen takia. Hän laukoo oikealta. Pienikokoisen ja monipuolisen hyökkääjän vahvuudet ovat peliälyssä, mailankäsittelyssä ja pelinteossa. Hänen vahvuuksiinsa kuuluvat myös ylivoimapeli ja laukaus. Heikkoudet ovat pienen koon vuoksi kulmatilanteissa.[1]",https://fi.wikipedia.org/wiki/Claude%20Giroux,"['Missä', 'Claude', 'Giroux', 'syntyi', '?']","['Claude', 'Giroux', '(', 's.', '12.', 'tammikuuta', '1988', 'Hearst', ',', 'Ontario', ',', 'Kanada', ')', 'on', 'kanadalainen', 'jääkiekkoilija', ',', 'joka', 'toimii', 'NHL-joukkue', 'Philadelphia', 'Flyersin', 'kapteenina.', 'Häntä', 'pidetään', 'yhtenä', 'maailman', 'parhaimmista', 'keskushyökkääjistä', 'ja', 'Flyersin', 'keulakuvana.', 'Giroux', 'on', 'pelipaikaltaan', 'keskushyökkääjä', ',', 'mutta', 'pelasi', 'vuosina', '2008–2011', 'enimmäkseen', 'laitahyökkääjänä', ',', 'joukkueen', 'runsaan', 'keskushyökkääjä-tilanteen', 'takia.', 'Hän', 'laukoo', 'oikealta.', 'Pienikokoisen', 'ja', 'monipuolisen', 'hyökkääjän', 'vahvuudet', 'ovat', 'peliälyssä', ',', 'mailankäsittelyssä', 'ja', 'pelinteossa.', 'Hänen', 'vahvuuksiinsa', 'kuuluvat', 'myös', 'ylivoimapeli', 'ja', 'laukaus.', 'Heikkoudet', 'ovat', 'pienen', 'koon', 'vuoksi', 'kulmatilanteissa.', '[', '1', ']']",1,0.4
Missä DMG perustettiin?,Daimler-Motoren-Gesellschaft,finnish,"{'answer_start': array([220]), 'answer_text': array(['Cannstattissa (nykyisin Bad Cannstatt, Stuttgartin metropolin sisällä oleva itsehallinollinen alue'],
      dtype=object)}","

Daimler-Motoren-Gesellschaft tai lyhyesti DMG oli saksalainen, moottoreita ja ajoneuvoja vuosina 1890–1926 valmistanut yhtiö. Yhtiön perustivat Gottlieb Daimler ja Wilhelm Maybach ja sen ensimmäinen sijaintipaikka oli Cannstattissa (nykyisin Bad Cannstatt, Stuttgartin metropolin sisällä oleva itsehallinollinen alue). Gottlieb Daimler kuoli vuonna 1900. Vuonna 1903, alkuperäisten toimitilojen tuhouduttua tulipalossa, yhtiön liiketoiminta siirrettiin Untertürkheimiin (nykyisin Stuttgartin metropolin sisällä oleva itsehallinollinen alue) ja edelleen Berliiniin, vuonna 1922. Yhtiöllä oli tuotantolaitokset myös Marienfeldessä (nykyinen Berliinin metropolin kaupunginosa) sekä Sindelfingenin kaupungissa, lähellä Stuttgartia.",https://fi.wikipedia.org/wiki/Daimler-Motoren-Gesellschaft,"['Missä', 'DMG', 'perustettiin', '?']","['Daimler-Motoren-Gesellschaft', 'tai', 'lyhyesti', 'DMG', 'oli', 'saksalainen', ',', 'moottoreita', 'ja', 'ajoneuvoja', 'vuosina', '1890–1926', 'valmistanut', 'yhtiö.', 'Yhtiön', 'perustivat', 'Gottlieb', 'Daimler', 'ja', 'Wilhelm', 'Maybach', 'ja', 'sen', 'ensimmäinen', 'sijaintipaikka', 'oli', 'Cannstattissa', '(', 'nykyisin', 'Bad', 'Cannstatt', ',', 'Stuttgartin', 'metropolin', 'sisällä', 'oleva', 'itsehallinollinen', 'alue', ')', '.', 'Gottlieb', 'Daimler', 'kuoli', 'vuonna', '1900.', 'Vuonna', '1903', ',', 'alkuperäisten', 'toimitilojen', 'tuhouduttua', 'tulipalossa', ',', 'yhtiön', 'liiketoiminta', 'siirrettiin', 'Untertürkheimiin', '(', 'nykyisin', 'Stuttgartin', 'metropolin', 'sisällä', 'oleva', 'itsehallinollinen', 'alue', ')', 'ja', 'edelleen', 'Berliiniin', ',', 'vuonna', '1922.', 'Yhtiöllä', 'oli', 'tuotantolaitokset', 'myös', 'Marienfeldessä', '(', 'nykyinen', 'Berliinin', 'metropolin', 'kaupunginosa', ')', 'sekä', 'Sindelfingenin', 'kaupungissa', ',', 'lähellä', 'Stuttgartia', '.']",1,0.25
Milloin Jaska Jokusen hahmo tuli Suomeen?,Tenavat,finnish,"{'answer_start': array([140]), 'answer_text': array(['1956'], dtype=object)}","
Ensimmäisenä Tenavia julkaisi suomeksi Kuva ja Sana -kustantamon Lasten Kuvalehti -niminen kristillinen lastenlehti, jossa ilmestyi vuonna 1956 muutamia Jaska Jokusta ja Tellua esittäneitä strippejä nimettöminä ja vuonna 1958 nimellä Pirkko ja Pekka.[188][189] Varsinaisesti sarjan toi kuitenkin Suomeen Sanoma-yhtiö. Aloitteentekijä oli Aatos Erkko, joka oli 1950-luvun lopulla Viikkosanomien päätoimittaja ja etsiskeli ulkomailta sopivia sarjakuvia yhtiön lehtiin. Erkon mukaan Tenavien ja sen tuolloisten hahmojen suomenkieliset nimet keksivät hän itse ja Juhana Perkki, Simopekka Nortamo sekä Mary Wuorio. Nimi Jaska Jokunen mainitaan Erkon itsensä keksimäksi, mutta pääosan nimistä keksi Perkki,[190] joka oli tuolloin Sanoma Oy:n talouspäällikkö.[189] Ensimmäiset Tenavat-stripit ilmestyivät suomeksi 30. lokakuuta 1959 samanaikaisesti Ilta-Sanomissa ja Viikkosanomissa.[191] Ilta-Sanomat julkaisee Tenavia edelleen.",https://fi.wikipedia.org/wiki/Tenavat,"['Milloin', 'Jaska', 'Jokusen', 'hahmo', 'tuli', 'Suomeen', '?']","['Ensimmäisenä', 'Tenavia', 'julkaisi', 'suomeksi', 'Kuva', 'ja', 'Sana', '-kustantamon', 'Lasten', 'Kuvalehti', '-niminen', 'kristillinen', 'lastenlehti', ',', 'jossa', 'ilmestyi', 'vuonna', '1956', 'muutamia', 'Jaska', 'Jokusta', 'ja', 'Tellua', 'esittäneitä', 'strippejä', 'nimettöminä', 'ja', 'vuonna', '1958', 'nimellä', 'Pirkko', 'ja', 'Pekka.', '[', '188', ']', '[', '189', ']', 'Varsinaisesti', 'sarjan', 'toi', 'kuitenkin', 'Suomeen', 'Sanoma-yhtiö.', 'Aloitteentekijä', 'oli', 'Aatos', 'Erkko', ',', 'joka', 'oli', '1950-luvun', 'lopulla', 'Viikkosanomien', 'päätoimittaja', 'ja', 'etsiskeli', 'ulkomailta', 'sopivia', 'sarjakuvia', 'yhtiön', 'lehtiin.', 'Erkon', 'mukaan', 'Tenavien', 'ja', 'sen', 'tuolloisten', 'hahmojen', 'suomenkieliset', 'nimet', 'keksivät', 'hän', 'itse', 'ja', 'Juhana', 'Perkki', ',', 'Simopekka', 'Nortamo', 'sekä', 'Mary', 'Wuorio.', 'Nimi', 'Jaska', 'Jokunen', 'mainitaan', 'Erkon', 'itsensä', 'keksimäksi', ',', 'mutta', 'pääosan', 'nimistä', 'keksi', 'Perkki', ',', '[', '190', ']', 'joka', 'oli', 'tuolloin', 'Sanoma', 'Oy', ':', 'n', 'talouspäällikkö.', '[', '189', ']', 'Ensimmäiset', 'Tenavat-stripit', 'ilmestyivät', 'suomeksi', '30.', 'lokakuuta', '1959', 'samanaikaisesti', 'Ilta-Sanomissa', 'ja', 'Viikkosanomissa.', '[', '191', ']', 'Ilta-Sanomat', 'julkaisee', 'Tenavia', 'edelleen', '.']",1,0.2857142857142857
Kuka loi Pokémon sarjan?,Pokémon,finnish,"{'answer_start': array([54]), 'answer_text': array(['Satoshi Tajiri'], dtype=object)}","Pokémon () on japanilainen tuotesarja. Se sai alkunsa Satoshi Tajirin kehittämästä, vuonna 1996 Nintendon Game Boy:lle julkaistusta videoroolipelistä. Sana ”Pokémon” on lyhenne sanoista ”pocket monsters”, ”taskuhirviöt”. Peleissä on satoja erilaisia Pokémon-hahmoja ja tavoitteena on kerätä jokainen niistä ja kouluttaa hahmoista hyvä tiimi. Tuotesarjaan kuuluu videopelien lisäksi keräilykorttipeli, anime, manga ja lukuisia muita tuotteita. Tunnetuin Pokémon-hahmo on sarjan maskotti, keltainen sähköhiiriolento Pikachu.[1]
Brändiä hallitsee ja lisensoi The Pokemon Company, josta Nintendo omistaa 32 %.[2]
Nimi ""Pokémon"" ja hahmojen nimet yms. ovat Nintendon tavaramerkkejä.[3]",https://fi.wikipedia.org/wiki/Pok%C3%A9mon,"['Kuka', 'loi', 'Pokémon', 'sarjan', '?']","['Pokémon', '(', ')', 'on', 'japanilainen', 'tuotesarja.', 'Se', 'sai', 'alkunsa', 'Satoshi', 'Tajirin', 'kehittämästä', ',', 'vuonna', '1996', 'Nintendon', 'Game', 'Boy', ':', 'lle', 'julkaistusta', 'videoroolipelistä.', 'Sana', '”Pokémon”', 'on', 'lyhenne', 'sanoista', '”pocket', 'monsters”', ',', '”taskuhirviöt”.', 'Peleissä', 'on', 'satoja', 'erilaisia', 'Pokémon-hahmoja', 'ja', 'tavoitteena', 'on', 'kerätä', 'jokainen', 'niistä', 'ja', 'kouluttaa', 'hahmoista', 'hyvä', 'tiimi.', 'Tuotesarjaan', 'kuuluu', 'videopelien', 'lisäksi', 'keräilykorttipeli', ',', 'anime', ',', 'manga', 'ja', 'lukuisia', 'muita', 'tuotteita.', 'Tunnetuin', 'Pokémon-hahmo', 'on', 'sarjan', 'maskotti', ',', 'keltainen', 'sähköhiiriolento', 'Pikachu.', '[', '1', ']', 'Brändiä', 'hallitsee', 'ja', 'lisensoi', 'The', 'Pokemon', 'Company', ',', 'josta', 'Nintendo', 'omistaa', '32', '%', '.', '[', '2', ']', 'Nimi', '``', 'Pokémon', ""''"", 'ja', 'hahmojen', 'nimet', 'yms.', 'ovat', 'Nintendon', 'tavaramerkkejä.', '[', '3', ']']",1,0.4
